CKDGNL_00005	group_1080
EFMOJC_01815	group_2778
EFMOJC_01830	group_1616
EFMOJC_01835	group_3830
EFMOJC_01865	group_2779
EFMOJC_06160	group_316
EFMOJC_06200	group_2780
EFMOJC_06205	group_2781
EFMOJC_06220	group_607
EFMOJC_06235	group_2782
EFMOJC_06240	group_1612
EFMOJC_06255	group_563
KFEJKD_00815	group_2783
KFEJKD_01220	group_2784
KFEJKD_01350	group_2785
KFEJKD_01935	group_1207
KFEJKD_02000	group_2786
KFEJKD_02595	group_2787
KFEJKD_02600	group_770
KFEJKD_03250	Membrane protein
KFEJKD_03360	IS200/IS605 family transposase
KFEJKD_03365	Transposase, family
KFEJKD_03680	group_2790
KFEJKD_03825	group_1619
KFEJKD_03830	group_2791
KFEJKD_03835	group_2792
KFEJKD_03840	Putative membrane spanning protein
KFEJKD_03845	group_2794
KFEJKD_03850	group_2795
KFEJKD_03855	group_2085
KFEJKD_03860	group_2796
KFEJKD_03865	group_2797
KFEJKD_03930	group_1063
KFEJKD_03970	Decorin-binding protein A
KFEJKD_04160	group_2799
KFEJKD_04290	group_2800
KFEJKD_04305	group_2801
KFEJKD_04330	group_1586
KFEJKD_04335	group_1621
KFEJKD_04340	group_1168
KFEJKD_04345	group_705
KFEJKD_04350	group_1334
KFEJKD_04360	group_2802
KFEJKD_04565	group_2805
KFEJKD_04570	group_2806
KFEJKD_04575	group_2807
KFEJKD_04580	group_2808
KFEJKD_04585	group_2809
KFEJKD_04590	group_2810
KFEJKD_04810	group_1331
KFEJKD_04935	group_2811
KFEJKD_05090	group_1620
KFEJKD_05095	group_2812
KFEJKD_05100	group_2813
KFEJKD_05145	group_2814
KFEJKD_05150	group_1244
KFEJKD_05185	group_2815
KFEJKD_05335	group_1366
KFEJKD_05445	group_1073
KFEJKD_05455	group_3670
KFEJKD_05470	group_765
KFEJKD_05495	group_264
KFEJKD_05510	group_2493
KFEJKD_05515	group_927
KFEJKD_05560	group_2816
KFEJKD_05565	group_2817
KFEJKD_05625	group_2400
KFEJKD_05635	group_2818
KFEJKD_05680	group_806
KFEJKD_05700	group_4128
KFEJKD_05705	group_549
KFEJKD_05795	group_612
KFEJKD_05830	group_298
KFEJKD_05835	group_295
KFEJKD_05890	group_2820
KFEJKD_05895	group_3932
KFEJKD_05925	group_1301
KFEJKD_05960	group_2821
KFEJKD_05965	group_1332
KFEJKD_06000	group_35
KFEJKD_06010	group_1305
KFEJKD_06025	group_37
KFEJKD_06060	group_2822
KFEJKD_06065	group_2823
KFEJKD_06080	group_2819
KFEJKD_06090	group_2824
KFEJKD_06135	Peptidase M23
KFEJKD_06165	group_1675
KFEJKD_06170	group_1112
KFEJKD_06175	group_2825
KFEJKD_06180	group_957
KFEJKD_06195	group_434
KFEJKD_06205	group_2827
KFEJKD_06230	group_1252
KFEJKD_06265	group_497
KFEJKD_06270	group_498
KFEJKD_06315	group_165
KFEJKD_06320	group_402
KFEJKD_06385	group_1047
KFEJKD_06450	group_77
KFEJKD_06455	group_374
KFEJKD_06495	group_211
KFEJKD_06525	group_36
KFEJKD_06535	group_2335
KFEJKD_06570	group_1610
KFEJKD_06590	group_727
KFEJKD_06595	group_242
KFEJKD_06600	group_535
KFEJKD_06605	group_3606
KFEJKD_06635	group_296
KFEJKD_06665	group_883
KFEJKD_06680	group_487
KFEJKD_06685	Borrelia membrane protein P13
KFEJKD_06695	group_1142
KFEJKD_06710	group_939
KFEJKD_06730	group_1536
KFEJKD_06745	group_531
KFEJKD_06750	group_1857
KFEJKD_06770	group_1377
KFEJKD_06775	group_21
KFEJKD_06815	group_2829
KFEJKD_06820	group_708
KFEJKD_06825	DNA polymerase III, beta chain
KFEJKD_06830	group_1384
KFEJKD_06835	group_576
KFEJKD_06840	group_358
KFEJKD_06865	group_4113
KFEJKD_06875	group_1062
KFEJKD_06880	group_78
KFEJKD_06885	group_79
KFEJKD_06890	group_1157
KFEJKD_06895	group_263
KFEJKD_06900	group_1762
KFEJKD_06905	group_2831
KFEJKD_06910	group_2323
KFEJKD_06935	group_615
KFEJKD_06960	group_4068
KFEJKD_06965	group_1427
KFEJKD_06970	group_4061
KFEJKD_07005	group_2832
KFEJKD_07030	group_655
KFEJKD_07035	group_654
KFEJKD_07045	group_362
KFEJKD_07050	group_558
KFEJKD_07055	group_424
KFEJKD_07060	group_585
KFEJKD_07075	SIMPL domain-containing protein
KFEJKD_07080	group_4114
KFEJKD_07090	group_1396
KFEJKD_07095	Large ribosomal subunit protein uL11
KFEJKD_07100	group_715
KFEJKD_07105	group_248
KFEJKD_07110	group_1991
KFEJKD_07115	group_2833
KFEJKD_07125	group_595
KFEJKD_07140	group_541
KFEJKD_07170	group_1393
KFEJKD_07200	group_3663
KFEJKD_07215	group_2834
KFEJKD_07220	group_716
KFEJKD_07225	group_1389
KFEJKD_07250	group_991
KFEJKD_07255	DUF1725 domain-containing protein
KFEJKD_07260	group_3262
KFEJKD_07265	group_2836
KFEJKD_07280	group_2837
KFEJKD_07285	group_122
KFEJKD_07295	group_1717
KFEJKD_07310	group_262
KFEJKD_07320	group_486
KFEJKD_07325	group_1324
KFEJKD_07340	group_2838
KFEJKD_07345	group_1516
KFEJKD_07350	group_166
KFEJKD_07360	group_1850
KFEJKD_07375	group_529
KFEJKD_07385	group_2342
KFEJKD_07395	group_561
KFEJKD_07400	group_425
KFEJKD_07405	group_365
KFEJKD_07415	group_287
KFEJKD_07420	group_22
KFEJKD_07435	group_367
KFEJKD_07440	group_99
GDPOAI_01955	group_2839
GDPOAI_02580	group_2840
GDPOAI_02855	group_2841
GDPOAI_03030	group_2842
GDPOAI_03610	group_2843
GDPOAI_03710	group_2844
GDPOAI_03780	group_2845
GDPOAI_03785	group_84
GDPOAI_03790	group_83
GDPOAI_03910	group_2846
GDPOAI_03915	group_2847
GDPOAI_04065	group_1519
GDPOAI_04070	group_690
GDPOAI_04145	group_488
GDPOAI_04265	group_2848
GDPOAI_04560	group_2849
GDPOAI_04765	group_2850
GDPOAI_04970	group_1611
GDPOAI_05040	group_317
GDPOAI_05110	group_63
GDPOAI_05325	group_2851
GDPOAI_05410	group_400
GDPOAI_05760	group_2520
GDPOAI_05865	group_2852
GDPOAI_05910	group_639
GDPOAI_05915	group_987
GDPOAI_05930	group_301
GDPOAI_05965	group_2853
GDPOAI_05970	group_1633
GDPOAI_05980	group_4050
GDPOAI_06005	group_302
GDPOAI_06040	group_2854
GDPOAI_06060	group_538
GDPOAI_06065	group_240
GDPOAI_06070	group_241
GDPOAI_06075	group_539
GDPOAI_06080	group_2855
GDPOAI_06085	Putative competence locus E
GDPOAI_06100	group_407
GDPOAI_06125	group_60
GDPOAI_06130	group_774
GDPOAI_06135	group_593
GDPOAI_06140	group_594
GDPOAI_06145	group_3536
GDPOAI_06150	group_2856
GDPOAI_06160	group_2857
GDPOAI_06165	group_76
GDPOAI_06200	group_2125
GDPOAI_06205	group_589
GDPOAI_06240	group_2858
GDPOAI_06245	group_588
GDPOAI_06255	group_2859
GDPOAI_06260	group_2860
GDPOAI_06270	group_2861
GDPOAI_06280	group_2862
GDPOAI_06285	Eco57I restriction-modification methylase domain-containing protein
GDPOAI_06290	group_2863
CGENMI_04650	group_828
CGENMI_04930	group_2864
CGENMI_05200	group_650
CGENMI_05265	group_326
CGENMI_05290	group_1074
CGENMI_05480	group_726
CGENMI_05570	group_1485
CGENMI_05650	group_492
CGENMI_05840	group_937
CGENMI_05875	group_2865
CGENMI_05965	blyB
CGENMI_05990	group_197
CGENMI_06000	group_842
CGENMI_06015	group_2087
CGENMI_06140	phage terminase large subunit
CGENMI_06160	group_20
CGENMI_06170	group_847
CGENMI_06180	group_183
CGENMI_06200	Excinuclease ABC C subunit domain-containing protein
CGENMI_06205	group_2867
CGENMI_06210	group_227
CGENMI_06215	group_177
CGENMI_06220	group_178
KLACFF_04670	group_1024
KLACFF_04685	group_1493
KLACFF_04690	group_1868
KLACFF_04695	group_1273
KLACFF_04705	group_1860
KLACFF_04710	group_3948
KLACFF_05645	group_2395
KLACFF_05665	group_1512
KLACFF_05670	group_1899
KLACFF_05675	group_2386
KLACFF_05680	group_1505
KLACFF_05685	group_669
KLACFF_05800	group_1907
KLACFF_05805	group_2410
KLACFF_05810	group_2402
KLACFF_05815	group_1521
KLACFF_05820	group_689
KLACFF_05825	group_2030
KLACFF_05960	group_3711
KLACFF_06025	group_2868
KLACFF_06040	group_253
KLACFF_06310	group_1016
KLACFF_06355	group_4119
KLACFF_06365	group_522
KLACFF_06440	group_2869
KLACFF_06565	group_542
KLACFF_06585	group_943
KLACFF_06600	group_277
KLACFF_06715	group_2088
KLACFF_06790	group_283
KLACFF_06800	group_2445
KLACFF_06820	group_583
KLACFF_06880	group_2870
KLACFF_06905	group_2089
KLACFF_06910	group_2871
KLACFF_06915	group_340
KLACFF_06920	group_2872
KLACFF_06925	group_2873
KLACFF_06930	group_339
BOHBDJ_04675	group_2349
BOHBDJ_04685	group_1489
BOHBDJ_04690	group_1870
BOHBDJ_04695	group_1276
BOHBDJ_04705	group_1861
BOHBDJ_04840	group_1975
BOHBDJ_04845	group_2354
BOHBDJ_04850	group_3170
BOHBDJ_04855	group_3596
BOHBDJ_04860	group_3675
BOHBDJ_04865	group_3466
BOHBDJ_04870	group_3575
BOHBDJ_04875	group_1167
BOHBDJ_04880	group_3922
BOHBDJ_04885	group_3629
BOHBDJ_04890	group_3205
BOHBDJ_05465	group_667
BOHBDJ_05675	group_1905
BOHBDJ_05695	group_683
BOHBDJ_06025	group_1004
BOHBDJ_06230	group_508
BOHBDJ_06380	group_57
BOHBDJ_06385	group_56
BOHBDJ_06395	group_952
BOHBDJ_06460	group_1162
BOHBDJ_06485	group_888
BOHBDJ_06535	group_191
BOHBDJ_06560	group_369
BOHBDJ_06600	group_112
BOHBDJ_06610	group_111
BOHBDJ_06635	group_2874
BOHBDJ_06645	group_335
BOHBDJ_06655	group_2875
BIKOAE_05050	group_634
BIKOAE_05055	group_2485
BIKOAE_05060	group_1317
BIKOAE_05070	group_1967
BIKOAE_05535	group_134
BIKOAE_05780	group_32
BIKOAE_05900	group_741
BIKOAE_05995	group_829
BIKOAE_06145	group_279
BIKOAE_06195	group_158
BIKOAE_06210	group_2876
BIKOAE_06215	group_2877
BIKOAE_06240	group_712
BIKOAE_06255	group_58
BIKOAE_06350	group_215
BIKOAE_06365	group_2878
BIKOAE_06410	group_2879
BIKOAE_06425	group_2880
BIKOAE_06430	group_363
BAPHAO_04660	group_1029
BAPHAO_04665	group_1030
BAPHAO_04670	group_2341
BAPHAO_04680	group_1869
BAPHAO_04700	group_3946
BAPHAO_04705	group_4103
BAPHAO_05520	group_2393
BAPHAO_05540	group_1513
BAPHAO_05545	group_1901
BAPHAO_05550	group_2389
BAPHAO_05555	group_1507
BAPHAO_05725	group_2409
BAPHAO_05735	group_1520
BAPHAO_05990	group_1005
BAPHAO_05995	group_1006
BAPHAO_06085	group_521
BAPHAO_06095	group_477
BAPHAO_06110	group_1014
BAPHAO_06460	group_413
BAPHAO_06505	group_201
BAPHAO_06520	group_206
BAPHAO_06590	group_566
BAPHAO_06600	group_565
BAPHAO_06670	group_1060
BAPHAO_06675	group_2881
BAPHAO_06690	group_2882
BAPHAO_06695	group_2883
EGFPMN_04680	group_2345
EGFPMN_04710	group_1862
EGFPMN_04715	group_3947
EGFPMN_04740	group_2328
EGFPMN_04835	group_694
EGFPMN_04845	group_1976
EGFPMN_04850	group_2352
EGFPMN_04855	group_3173
EGFPMN_04865	group_3674
EGFPMN_05800	group_2411
EGFPMN_06080	group_578
EGFPMN_06090	group_1003
EGFPMN_06110	group_598
EGFPMN_06180	group_207
EGFPMN_06250	group_1013
EGFPMN_06490	group_511
EGFPMN_06515	group_591
EGFPMN_06590	group_200
EGFPMN_06610	group_1816
EGFPMN_06620	group_245
EGFPMN_06630	group_246
EGFPMN_06665	group_375
EGFPMN_06690	group_2884
EGFPMN_06720	group_1531
EGFPMN_06810	group_2885
JIDBHP_05535	group_141
JIDBHP_05725	group_314
JIDBHP_05745	group_4
JIDBHP_05825	group_2886
JIDBHP_05830	group_2887
JIDBHP_06000	group_4129
JIDBHP_06195	group_2543
JIDBHP_06205	group_332
JIDBHP_06210	group_333
JIDBHP_06370	group_2888
JIDBHP_06375	group_187
JIDBHP_06420	group_895
NKPDPH_04540	group_1250
NKPDPH_05010	group_1083
NKPDPH_05015	group_2518
NKPDPH_05085	group_678
NKPDPH_05190	group_3340
NKPDPH_05605	group_1575
NKPDPH_05730	group_65
NKPDPH_05820	group_2511
NKPDPH_05835	group_2486
NKPDPH_05960	KID repeat protein
NKPDPH_05980	group_59
NKPDPH_05990	group_713
NKPDPH_06015	group_1562
NKPDPH_06070	group_285
NKPDPH_06080	group_2889
NKPDPH_06085	group_2890
NKPDPH_06105	group_179
NKPDPH_06110	group_180
PIKJEB_05385	group_627
PIKJEB_05390	group_628
PIKJEB_05700	group_962
PIKJEB_05855	group_87
PIKJEB_05870	Cas12f1-like TNB domain-containing protein
PIKJEB_05940	group_2891
PIKJEB_05945	group_896
PIKJEB_05960	group_182
OFFMIL_05190	group_618
OFFMIL_05195	group_617
OFFMIL_05300	group_2348
OFFMIL_05325	group_791
OFFMIL_05420	group_1535
OFFMIL_05425	group_1931
OFFMIL_05445	group_3705
OFFMIL_05540	group_1526
OFFMIL_05575	group_1542
OFFMIL_05760	group_942
OFFMIL_05780	group_968
OFFMIL_05960	group_80
OFFMIL_06025	group_2405
OFFMIL_06050	group_2091
OFFMIL_06065	group_530
OFFMIL_06140	group_2892
OFFMIL_06185	group_2446
OFFMIL_06195	group_567
OFFMIL_06205	group_41
OFFMIL_06220	group_568
OFFMIL_06230	group_347
OFFMIL_06235	group_344
JHFDLE_01270	group_2893
JHFDLE_03625	group_2894
JHFDLE_03630	group_2895
JHFDLE_04355	tail tape measure protein
JHFDLE_04360	group_2896
JHFDLE_04400	group_1591
JHFDLE_04405	group_1626
JHFDLE_04410	group_1172
JHFDLE_04415	group_706
JHFDLE_04420	group_1336
JHFDLE_04425	group_1837
JHFDLE_04430	group_2804
JHFDLE_04435	group_2897
JHFDLE_04440	Tape measure protein N-terminal domain-containing protein
JHFDLE_04445	group_1268
JHFDLE_04450	group_1839
JHFDLE_04455	group_1462
JHFDLE_04460	group_1885
JHFDLE_04465	group_1882
JHFDLE_04470	group_929
JHFDLE_04475	group_1292
JHFDLE_04480	group_1285
JHFDLE_04485	group_1036
JHFDLE_04490	group_2366
JHFDLE_04495	group_1264
JHFDLE_04500	group_1322
JHFDLE_04505	group_613
JHFDLE_04510	group_677
JHFDLE_04515	group_1879
JHFDLE_04520	group_1877
JHFDLE_04525	group_2363
JHFDLE_04530	group_1873
JHFDLE_04535	group_2359
JHFDLE_04540	group_2357
JHFDLE_04545	group_1279
JHFDLE_04550	group_1113
JHFDLE_04555	group_2826
JHFDLE_04560	group_3874
JHFDLE_04565	group_4029
JHFDLE_04570	group_3964
JHFDLE_04575	group_3350
JHFDLE_04945	group_2899
JHFDLE_05000	group_1309
JHFDLE_05005	group_938
JHFDLE_05010	group_866
JHFDLE_05015	group_643
JHFDLE_05020	group_986
JHFDLE_05025	group_651
JHFDLE_05030	group_658
JHFDLE_05035	group_3327
JHFDLE_05040	group_3360
JHFDLE_05045	group_3768
JHFDLE_05050	group_2900
JHFDLE_05055	group_1787
JHFDLE_05060	group_3509
JHFDLE_05065	group_2167
JHFDLE_05070	group_2044
JHFDLE_05075	group_1435
JHFDLE_05080	group_2724
JHFDLE_05085	group_1440
JHFDLE_05090	group_1116
JHFDLE_05095	group_1200
JHFDLE_05100	group_1124
JHFDLE_05105	group_1913
JHFDLE_05110	group_97
JHFDLE_05155	Outer surface protein C
JHFDLE_05525	group_2902
JHFDLE_05530	group_1315
JHFDLE_05540	group_630
JHFDLE_05595	group_780
JHFDLE_05615	group_1927
JHFDLE_05620	group_1134
JHFDLE_05625	group_779
JHFDLE_05630	group_781
JHFDLE_05635	Type IV restriction-modification system
JHFDLE_05650	group_1495
JHFDLE_05655	group_1496
JHFDLE_05690	group_974
JHFDLE_05755	group_3101
JHFDLE_05765	group_1986
JHFDLE_05770	group_2502
JHFDLE_05775	group_815
JHFDLE_05780	group_2903
JHFDLE_05790	group_2904
JHFDLE_05795	group_2905
JHFDLE_05800	group_2906
JHFDLE_05805	group_2907
JHFDLE_05815	group_2908
JHFDLE_05820	group_2909
JHFDLE_05875	group_2910
JHFDLE_05880	group_2911
JHFDLE_05930	group_746
JHFDLE_05935	group_2912
JHFDLE_05940	group_747
JHFDLE_06135	group_2913
JHFDLE_06140	group_2914
JHFDLE_06145	group_2915
JHFDLE_06150	group_2916
JHFDLE_06180	group_2917
JHFDLE_06195	group_2918
JHFDLE_06200	group_2919
JHFDLE_06220	group_2920
JHFDLE_06230	group_473
JHFDLE_06235	group_772
JHFDLE_06270	group_2921
JHFDLE_06315	Minor spike protein H
JHFDLE_06320	group_280
JHFDLE_06325	group_839
JHFDLE_06330	group_2923
JHFDLE_06345	group_2924
JHFDLE_06375	group_2925
JHFDLE_06380	mlpA
JHFDLE_06425	group_1892
JHFDLE_06460	group_2927
JHFDLE_06470	Scaffolding protein D
JHFDLE_06510	group_403
AFNEPP_00025	group_2095
AFNEPP_00270	group_1339
AFNEPP_00275	group_1340
AFNEPP_00280	group_1338
AFNEPP_00285	group_2587
AFNEPP_00290	group_1085
AFNEPP_00295	group_2519
AFNEPP_00300	group_2584
AFNEPP_00305	group_1102
AFNEPP_00310	group_3960
AFNEPP_00315	group_4111
AFNEPP_00320	group_4087
AFNEPP_00325	group_1347
AFNEPP_00330	group_3641
AFNEPP_00335	group_1349
AFNEPP_00340	group_3848
AFNEPP_00345	group_3238
AFNEPP_00350	group_3614
AFNEPP_00355	group_3314
AFNEPP_00360	group_4027
AFNEPP_00365	group_3210
AFNEPP_00370	group_1628
AFNEPP_00375	group_3512
AFNEPP_00380	group_1630
AFNEPP_00385	group_4141
AFNEPP_00390	group_3538
AFNEPP_00395	group_3235
AFNEPP_00400	group_2102
AFNEPP_00405	group_3410
AFNEPP_00410	group_3296
AFNEPP_00415	group_3475
AFNEPP_00420	group_3488
AFNEPP_00425	group_3143
AFNEPP_00430	group_3962
AFNEPP_00435	group_3679
AFNEPP_00440	group_2106
AFNEPP_00445	group_3750
AFNEPP_00450	group_3988
AFNEPP_00455	group_1351
AFNEPP_00460	group_4049
AFNEPP_00465	group_3700
AFNEPP_00470	group_3693
AFNEPP_00475	tRNA guanosine(34) transglycosylase Tgt
AFNEPP_00480	group_3557
AFNEPP_00485	group_1353
AFNEPP_00490	group_3820
AFNEPP_00495	group_3420
AFNEPP_00500	group_3442
AFNEPP_00505	group_2108
AFNEPP_00510	group_3444
AFNEPP_00515	group_1271
AFNEPP_00520	group_2096
AFNEPP_00595	group_696
AFNEPP_00635	group_1463
AFNEPP_00665	group_933
AFNEPP_00680	group_2928
AFNEPP_02020	group_2131
AFNEPP_02025	group_3665
AFNEPP_02030	group_1381
AFNEPP_02035	group_2129
AFNEPP_02040	group_1677
AFNEPP_02045	group_3494
AFNEPP_02050	group_3939
AFNEPP_02055	group_1945
AFNEPP_02060	group_3996
AFNEPP_02065	group_3256
AFNEPP_02070	group_3646
AFNEPP_02075	group_3160
AFNEPP_02080	group_3698
AFNEPP_02085	group_3416
AFNEPP_02090	group_3956
AFNEPP_02095	group_3927
AFNEPP_02100	group_3401
AFNEPP_02105	group_3719
AFNEPP_02110	group_3348
AFNEPP_02115	group_3756
AFNEPP_02120	group_3438
AFNEPP_02125	group_3715
AFNEPP_02130	group_1379
AFNEPP_02135	group_3261
AFNEPP_02145	group_1674
AFNEPP_02150	group_2127
AFNEPP_02155	group_1376
AFNEPP_02160	group_1374
AFNEPP_02165	group_3305
AFNEPP_02170	group_1372
AFNEPP_02175	group_2124
AFNEPP_02180	group_3836
AFNEPP_02185	group_3739
AFNEPP_02190	group_3765
AFNEPP_02195	group_3364
AFNEPP_02200	group_4085
AFNEPP_02205	group_3113
AFNEPP_02210	group_3686
AFNEPP_02215	group_4152
AFNEPP_02220	group_3753
AFNEPP_02225	group_3371
AFNEPP_02230	group_1370
AFNEPP_02235	group_3589
AFNEPP_02240	group_4001
AFNEPP_02245	group_1188
AFNEPP_02250	group_3565
AFNEPP_02255	group_3215
AFNEPP_02260	group_3881
AFNEPP_02265	group_4166
AFNEPP_02270	group_3388
AFNEPP_02275	group_3735
AFNEPP_02280	group_3967
AFNEPP_02285	group_3937
AFNEPP_02290	group_1672
AFNEPP_02295	group_3259
AFNEPP_02300	group_3477
AFNEPP_02305	group_3587
AFNEPP_02310	group_3578
AFNEPP_02315	group_3190
AFNEPP_02320	group_3498
AFNEPP_02325	group_3942
AFNEPP_02330	group_2122
AFNEPP_02355	group_3983
AFNEPP_02360	group_4005
AFNEPP_02365	group_3726
AFNEPP_02370	group_3201
AFNEPP_02375	group_1670
AFNEPP_02380	group_3459
AFNEPP_02390	group_2120
AFNEPP_02395	group_3412
AFNEPP_02400	group_3682
AFNEPP_02405	group_3440
AFNEPP_02410	group_1668
AFNEPP_02420	group_3896
AFNEPP_02425	ackA
AFNEPP_02430	group_1665
AFNEPP_02435	group_3482
AFNEPP_02440	group_3916
AFNEPP_02450	group_3910
AFNEPP_02455	group_3285
AFNEPP_02460	PTS system, fructose-specific IIABC component
AFNEPP_02465	group_3526
AFNEPP_02470	group_4168
AFNEPP_02480	group_1368
AFNEPP_02485	group_1662
AFNEPP_02490	group_1365
AFNEPP_02495	group_4039
AFNEPP_02500	group_3907
AFNEPP_02505	group_2118
AFNEPP_02510	group_3250
AFNEPP_02515	group_3517
AFNEPP_02520	group_3182
AFNEPP_02525	group_3611
AFNEPP_02530	group_3146
AFNEPP_02535	group_3354
AFNEPP_02540	group_1660
AFNEPP_02545	group_3792
AFNEPP_02550	group_3892
AFNEPP_02555	group_3797
AFNEPP_02560	group_2116
AFNEPP_02565	group_3397
AFNEPP_02570	group_3165
AFNEPP_02575	group_3602
AFNEPP_02580	group_3406
AFNEPP_02585	group_3728
AFNEPP_02590	group_3652
AFNEPP_02595	group_3456
AFNEPP_02600	group_3805
AFNEPP_02605	group_3436
AFNEPP_02610	group_3794
AFNEPP_02615	group_3345
AFNEPP_02620	group_3717
AFNEPP_02625	group_4083
AFNEPP_02630	group_4012
AFNEPP_02635	group_1363
AFNEPP_02640	group_3843
AFNEPP_02645	group_1658
AFNEPP_02650	group_1656
AFNEPP_02655	group_1186
AFNEPP_02660	group_3280
AFNEPP_02665	group_3490
AFNEPP_02670	group_4008
AFNEPP_02675	group_3724
AFNEPP_02680	group_3167
AFNEPP_02685	group_2114
AFNEPP_02690	group_3591
AFNEPP_02695	group_3811
AFNEPP_02700	group_3636
AFNEPP_02705	group_3150
AFNEPP_02710	group_3515
AFNEPP_02715	group_1654
AFNEPP_02720	group_3623
AFNEPP_02725	group_3184
AFNEPP_02730	group_3925
AFNEPP_02735	group_3953
AFNEPP_02740	group_1184
AFNEPP_02745	group_1090
AFNEPP_02750	group_3786
AFNEPP_02755	group_3883
AFNEPP_02760	group_4163
AFNEPP_02770	group_1182
AFNEPP_02775	group_3252
AFNEPP_02780	group_3970
AFNEPP_02785	group_3332
AFNEPP_02790	group_3381
AFNEPP_02795	group_4025
AFNEPP_02800	group_3352
AFNEPP_02805	group_3951
AFNEPP_02810	group_3994
AFNEPP_02815	group_1652
AFNEPP_02820	group_3322
AFNEPP_02825	group_3784
AFNEPP_02830	group_4173
AFNEPP_02835	group_3155
AFNEPP_02840	group_3163
AFNEPP_02845	group_1361
AFNEPP_02850	group_3931
AFNEPP_02855	group_1650
AFNEPP_02870	group_3990
AFNEPP_02875	group_3657
AFNEPP_02880	group_3197
AFNEPP_02885	group_3581
AFNEPP_02895	group_3176
AFNEPP_02900	group_3563
AFNEPP_02905	group_3851
AFNEPP_02910	group_3496
AFNEPP_02915	group_3287
AFNEPP_02920	group_1648
AFNEPP_02925	group_3194
AFNEPP_02930	group_3841
AFNEPP_02935	group_1645
AFNEPP_02940	Adenylate cyclase
AFNEPP_02945	group_3376
AFNEPP_02950	group_3731
AFNEPP_02955	group_3374
AFNEPP_02960	group_3319
AFNEPP_02965	cdr
AFNEPP_02970	group_3554
AFNEPP_02975	group_3552
AFNEPP_02980	group_3690
AFNEPP_02985	group_2010
AFNEPP_02990	group_3423
AFNEPP_02995	group_3696
AFNEPP_03000	group_4156
AFNEPP_03005	group_3669
AFNEPP_03010	group_2112
AFNEPP_03015	group_4090
AFNEPP_03020	group_4150
AFNEPP_03025	group_3684
AFNEPP_03030	group_1643
AFNEPP_03035	group_3274
AFNEPP_03040	group_3625
AFNEPP_03055	group_4076
AFNEPP_03060	group_3541
AFNEPP_03065	group_3232
AFNEPP_03070	group_3594
AFNEPP_03075	group_3934
AFNEPP_03080	group_1359
AFNEPP_03085	group_3414
AFNEPP_03090	group_3116
AFNEPP_03095	ABC transporter, ATP-binding protein
AFNEPP_03100	group_3434
AFNEPP_03105	group_3813
AFNEPP_03110	group_3890
AFNEPP_03115	group_3985
AFNEPP_03125	group_3864
AFNEPP_03130	group_3535
AFNEPP_03135	group_4023
AFNEPP_03140	group_3300
AFNEPP_03145	group_3522
AFNEPP_03150	group_4052
AFNEPP_03155	group_3519
AFNEPP_03160	group_3492
AFNEPP_03165	group_3278
AFNEPP_03170	group_3271
AFNEPP_03175	group_1641
AFNEPP_03180	group_3391
AFNEPP_03185	group_1357
AFNEPP_03190	group_2110
AFNEPP_03195	group_3316
AFNEPP_03200	group_3748
AFNEPP_03205	group_3815
AFNEPP_03210	group_4057
AFNEPP_03215	group_3470
AFNEPP_03220	group_3086
AFNEPP_03225	group_1639
AFNEPP_03230	group_3861
AFNEPP_03235	group_3559
AFNEPP_03240	group_4106
AFNEPP_03245	group_1355
AFNEPP_03250	group_1637
AFNEPP_03255	group_3192
AFNEPP_03265	group_1635
AFNEPP_03270	group_3839
AFNEPP_03275	group_3744
AFNEPP_03280	group_3298
AFNEPP_03285	group_3885
AFNEPP_03290	group_3543
AFNEPP_03295	group_4078
AFNEPP_03300	group_1632
AFNEPP_03305	group_1088
AFNEPP_03310	group_3568
AFNEPP_03315	group_3217
AFNEPP_03320	group_3473
AFNEPP_03325	group_3110
AFNEPP_03330	group_1178
AFNEPP_03335	group_3655
AFNEPP_04150	group_2929
AFNEPP_04185	group_2930
AFNEPP_04200	group_756
AFNEPP_04315	group_313
AFNEPP_04430	group_545
AFNEPP_04445	group_1590
AFNEPP_04450	group_1625
AFNEPP_04465	group_1293
AFNEPP_04555	group_2931
AFNEPP_04965	group_1609
AFNEPP_05045	group_3833
AFNEPP_05090	group_2932
AFNEPP_05180	group_964
AFNEPP_07460	group_1072
AFNEPP_07620	group_2627
AFNEPP_07625	group_2510
AFNEPP_07630	group_2046
AFNEPP_07885	group_2933
AFNEPP_08130	group_848
HCFOCN_04585	group_2934
HCFOCN_04630	group_2936
HCFOCN_04655	group_1437
HCFOCN_04660	group_1488
HCFOCN_04675	group_2937
HCFOCN_04680	group_2675
HCFOCN_04685	group_2671
HCFOCN_04700	group_1109
HCFOCN_04705	group_923
HCFOCN_04710	group_2333
HCFOCN_04715	group_2064
HCFOCN_04720	group_2935
HCFOCN_04725	group_2669
HCFOCN_04730	group_1473
HCFOCN_04735	group_1854
HCFOCN_04740	group_2061
HCFOCN_04755	group_2938
HCFOCN_04765	group_2939
HCFOCN_04875	group_2940
HCFOCN_04925	group_2941
HCFOCN_05065	MFS transporter
HCFOCN_05185	group_2942
HCFOCN_05190	group_2943
HCFOCN_05195	group_2944
HCFOCN_05200	group_2945
HCFOCN_05220	group_2946
HCFOCN_05230	group_2947
HCFOCN_05240	group_2948
HCFOCN_05245	group_2949
HCFOCN_05250	group_2950
